customer_id,first_name,segment,region,signup_date
C-0338,Uma,SMB,Asia,2023-09-06
C-0339,Peter,SMB,North America,2025-03-14
C-0340,Tom,SMB,Asia,2024-04-29
C-0341,Xander,Mid-Market,North America,2025-04-06
C-0342,Hannah,Enterprise,LATAM,2024-02-21
C-0343,George,SMB,North America,2023-07-14
C-0344,Charlie,SMB,Europe,2023-04-07
C-0345,Quinn,SMB,Asia,2023-04-10
C-0346,Alice,Mid-Market,North America,2024-11-05
C-0347,Peter,Enterprise,North America,2024-03-17
C-0348,Liam,Mid-Market,North America,2023-12-29
C-0349,Sam,Enterprise,North America,2024-03-09
C-0350,Victor,Mid-Market,Europe,2024-02-25
C-0351,Wendy,Enterprise,North America,2024-04-23
C-0352,Victor,Enterprise,North America,2025-06-03
C-0353,Noah,SMB,North America,2025-01-16
C-0354,Fiona,Mid-Market,Asia,2023-02-25
C-0355,Fiona,Mid-Market,North America,2024-11-20
C-0356,Mia,SMB,North America,2024-10-31
C-0357,Sam,Mid-Market,North America,2024-10-23
C-0358,Victor,Enterprise,North America,2023-04-11
C-0359,Hannah,Mid-Market,Asia,2023-03-04
C-0360,Bob,SMB,North America,2024-02-17
C-0361,Uma,Mid-Market,North America,2025-01-15
C-0362,Alice,Mid-Market,Asia,2023-12-14
C-0363,Olivia,Mid-Market,Asia,2025-03-30
C-0364,Alice,SMB,North America,2025-06-01
C-0365,Eva,SMB,Asia,2023-04-22
C-0366,Peter,Mid-Market,LATAM,2023-09-12
C-0367,Sam,SMB,North America,2023-07-16
C-0368,David,Mid-Market,Asia,2023-07-14
C-0369,Charlie,Mid-Market,Europe,2024-07-03
C-0370,Quinn,SMB,Europe,2024-04-04
C-0371,Quinn,Mid-Market,North America,2023-05-24
C-0372,Liam,SMB,North America,2024-03-08
C-0373,Noah,Mid-Market,Asia,2023-07-07
C-0374,Uma,Mid-Market,LATAM,2023-10-13
C-0375,Fiona,Enterprise,Europe,2024-04-18
C-0376,Charlie,SMB,North America,2023-09-13
C-0377,Ivan,Mid-Market,Europe,2025-06-14
C-0378,Eva,SMB,Europe,2025-08-03
C-0379,Xander,SMB,North America,2023-03-19
C-0380,Quinn,SMB,North America,2024-03-29
C-0381,Noah,SMB,Asia,2025-04-07
C-0382,Uma,SMB,North America,2025-06-01
C-0383,Charlie,SMB,Asia,2025-05-26
C-0384,Alice,SMB,North America,2024-07-17
C-0385,Tom,SMB,North America,2023-04-11
C-0386,Uma,Enterprise,North America,2023-02-21
C-0387,Wendy,Enterprise,Europe,2024-10-29
C-0388,Alice,Enterprise,LATAM,2024-07-07
C-0389,Charlie,Enterprise,North America,2025-05-06
C-0390,Rachel,SMB,Asia,2023-01-16
C-0391,Yara,SMB,Europe,2025-09-19
C-0392,Julia,Mid-Market,Asia,2023-04-06
C-0393,Victor,Enterprise,North America,2025-08-06
C-0394,Zane,Mid-Market,Asia,2025-02-10
C-0395,Charlie,Mid-Market,Asia,2025-05-19
C-0396,Hannah,SMB,North America,2023-08-31
C-0397,Noah,Mid-Market,North America,2023-06-20
C-0398,Xander,Mid-Market,Asia,2024-02-21
C-0399,Rachel,SMB,LATAM,2024-05-12
C-0400,Olivia,SMB,North America,2024-05-07
C-0401,Victor,Mid-Market,Europe,2023-08-07
C-0402,Wendy,Mid-Market,LATAM,2025-06-04
C-0403,Bob,Enterprise,Asia,2024-02-15
C-0404,Julia,Mid-Market,LATAM,2025-07-13
C-0405,Bob,Mid-Market,Asia,2023-03-02
C-0406,Zane,Mid-Market,North America,2023-06-18
C-0407,Quinn,Mid-Market,North America,2024-01-24
C-0408,Hannah,Mid-Market,North America,2023-01-03
C-0409,Alice,SMB,Europe,2024-02-04
C-0410,Ivan,SMB,Europe,2023-09-29
C-0411,Kevin,SMB,North America,2025-08-06
C-0412,Victor,Mid-Market,Asia,2025-03-13
C-0413,Peter,SMB,Europe,2025-03-14
C-0414,George,SMB,Europe,2024-04-10
C-0415,Julia,SMB,Europe,2023-10-20
C-0416,Wendy,SMB,Europe,2024-03-09
C-0417,Zane,Mid-Market,North America,2024-12-14
C-0418,Charlie,Mid-Market,North America,2025-09-07
C-0419,Rachel,SMB,North America,2025-01-18
C-0420,Yara,SMB,North America,2025-03-13
C-0421,Xander,SMB,Europe,2024-07-23
C-0422,Mia,SMB,Europe,2024-11-08
C-0423,Zane,SMB,North America,2025-01-05
C-0424,George,SMB,Asia,2024-05-13
C-0425,Yara,SMB,North America,2023-06-08
C-0426,David,Enterprise,LATAM,2023-07-14
C-0427,Mia,SMB,LATAM,2023-10-31
C-0428,Tom,SMB,North America,2023-08-11
C-0429,Alice,SMB,Europe,2025-09-18
C-0430,Hannah,SMB,North America,2023-03-01
C-0431,Noah,Mid-Market,Europe,2024-08-16
C-0432,Peter,SMB,Europe,2025-01-23
C-0433,Noah,SMB,North America,2024-07-09
C-0434,Liam,Mid-Market,Europe,2023-03-04
C-0435,Sam,SMB,North America,2025-02-04
C-0436,Wendy,Mid-Market,North America,2023-11-18
C-0437,Olivia,SMB,Europe,2023-02-28
C-0438,Bob,Mid-Market,North America,2023-02-21
C-0439,Bob,Mid-Market,Europe,2024-08-21
C-0440,Wendy,Mid-Market,North America,2024-05-03
C-0441,Victor,Mid-Market,LATAM,2024-05-29
C-0442,Sam,Enterprise,North America,2025-07-30
C-0443,Yara,SMB,Europe,2025-05-23
C-0444,Zane,Mid-Market,Europe,2024-06-27
C-0445,Victor,SMB,North America,2023-06-11
C-0446,Zane,Mid-Market,LATAM,2023-02-28
C-0447,Zane,Enterprise,Europe,2025-09-10
C-0448,Victor,SMB,Europe,2024-06-04
C-0449,Quinn,SMB,Asia,2023-03-24
C-0450,Tom,SMB,LATAM,2025-05-21
C-0451,Julia,SMB,LATAM,2023-07-10
C-0452,Fiona,SMB,Europe,2023-03-12
C-0453,Olivia,SMB,Europe,2024-09-01
C-0454,Victor,SMB,North America,2023-03-11
C-0455,Kevin,SMB,North America,2024-11-22
C-0456,Eva,Mid-Market,Europe,2025-06-01
C-0457,Alice,Enterprise,North America,2023-08-29
C-0458,Hannah,SMB,Europe,2024-02-18
C-0459,Uma,SMB,North America,2023-05-03
C-0460,Liam,Mid-Market,North America,2025-08-22
C-0461,Liam,SMB,Asia,2025-06-30
C-0462,Eva,Mid-Market,LATAM,2024-08-06
C-0463,George,Mid-Market,North America,2023-09-10
C-0464,David,SMB,Europe,2024-08-15
C-0465,Fiona,SMB,Asia,2024-08-31
C-0466,Mia,SMB,North America,2023-02-10
C-0467,Tom,SMB,Asia,2024-09-26
C-0468,Olivia,SMB,North America,2023-03-25
C-0469,Charlie,Mid-Market,North America,2024-03-05
C-0470,Wendy,Enterprise,LATAM,2024-11-04
C-0471,Hannah,Enterprise,North America,2024-08-20
C-0472,Tom,SMB,Europe,2024-08-01
C-0473,Peter,Mid-Market,Asia,2024-06-19
C-0474,Mia,SMB,North America,2023-11-20
C-0475,Rachel,Enterprise,Europe,2025-08-15
C-0476,Julia,Mid-Market,LATAM,2023-09-25
C-0477,Sam,Mid-Market,North America,2023-07-29
C-0478,Quinn,Enterprise,Asia,2024-11-16
C-0479,Xander,SMB,Europe,2025-01-03
C-0480,Sam,Mid-Market,Europe,2023-11-18
C-0481,Zane,SMB,Europe,2023-09-02
C-0482,Wendy,Enterprise,North America,2023-09-29
C-0483,Zane,Enterprise,LATAM,2024-02-10
C-0484,Eva,Enterprise,LATAM,2023-05-15
C-0485,Zane,Mid-Market,Europe,2024-11-18
C-0486,Uma,Mid-Market,Asia,2024-10-22
C-0487,Wendy,Enterprise,Europe,2023-11-04
C-0488,Ivan,SMB,Europe,2024-04-13
C-0489,Liam,SMB,Europe,2023-11-20
C-0490,Uma,SMB,Europe,2025-08-09
C-0491,Alice,Mid-Market,Europe,2025-02-08
C-0492,Zane,SMB,Asia,2025-08-16
C-0493,Zane,SMB,Europe,2023-03-16
C-0494,Alice,SMB,North America,2023-01-10
C-0495,Olivia,SMB,North America,2024-04-14
C-0496,Bob,SMB,North America,2024-09-28
C-0497,Victor,Mid-Market,Europe,2024-07-30
C-0498,Peter,SMB,Europe,2023-04-13
C-0499,Yara,Mid-Market,Europe,2023-03-17
C-0500,Hannah,SMB,Europe,2024-07-04
